GBR1_site,decimalLatitude,decimalLongitude,mean_wspeed_u,mean_wspeed_v,mean_wind_speed,sd_wind_speed,cv_wind_speed,min_wind_speed,max_wind_speed,wind_speed_range,wind_vector_magnitude,mean_wind_direction,wind_directional_constancy,wind_directional_variability,predominant_wind_sector,dominant_wind_season,mean_wave_energy_proxy,wind_transport_potential,wind_dispersal_symmetry,wind_retention_potential,wind_exposure_category,wind_seasonal_variability_category,mean_u,mean_v,current_seasonal_variability_category,mean_current_speed,sd_current_speed,cv_current_speed,min_current_speed,max_current_speed,current_speed_range,mean_current_direction,predominant_current_sector,dominant_current_season,current_transport_potential,current_dispersal_symmetry,current_retention_potential,current_exposure_category,current_regime_type
Aspat_783,-16.939233,145.98334,-2.521268212,4.502052654,5.262286886,2.367378233,0.449876315,0.19872351,9.410403821,9.211680312,5.159968168,150.7500234,0.980556226,0.019443774,SE,Winter,230.8509401,5.159968168,0.520879749,0.003694929,Sheltered,High,-3.49E-04,0.06952607,Moderate,0.086469026,0.050011306,0.5783725,0.008801585,0.20346776,0.194666175,179.7127134,S,Autumn,0.069526944,0.995968344,2.265925555,Moderate_Flow,Steady_Weak
Aspat_784,-16.939234,145.983341,-2.521269146,4.502051884,5.262286994,2.367378359,0.44987633,0.19872451,9.4104002,9.21167569,5.159967953,150.7500102,0.980556165,0.019443835,SE,Winter,230.8509588,5.159967953,0.520879582,0.00369494,Sheltered,High,-3.49E-04,0.069524816,Moderate,0.086467279,0.050010047,0.578369618,0.008801347,0.203462429,0.194661082,179.7123929,S,Autumn,0.069525692,0.995963838,2.265950954,Moderate_Flow,Steady_Weak
Aspat_785,-16.939203,145.983349,-2.521322002,4.502098284,5.26235336,2.367408248,0.449876336,0.198708513,9.410520056,9.211811542,5.160034263,150.7497499,0.980556399,0.019443601,SE,Winter,230.8596802,5.160034263,0.52087558,0.003694849,Sheltered,High,-2.83E-04,0.069516516,Moderate,0.086482111,0.050023738,0.578428734,0.008799219,0.203529129,0.19472991,179.7671166,S,Autumn,0.069517091,0.996732767,2.268306962,Moderate_Flow,Steady_Weak
Aspat_786,-16.939196,145.98334,-2.521311439,4.502102608,5.262349205,2.36740571,0.449876209,0.198700738,9.410545175,9.211844437,5.160032874,150.7498757,0.98055691,0.01944309,SE,Winter,230.8590953,5.160032874,0.520877209,0.003694755,Sheltered,High,-2.82E-04,0.069527663,Moderate,0.086496363,0.050033863,0.578450487,0.008801378,0.20357157,0.194770192,179.7672072,S,Autumn,0.069528237,0.996734053,2.267974586,Moderate_Flow,Steady_Weak
Aspat_797,-18.669904,147.707261,-4.826689078,2.204709322,5.577495772,1.75976083,0.315510921,1.380205463,8.992052348,7.611846885,5.306380183,114.5497199,0.951391162,0.048608838,SE,Winter,224.8266978,5.306380183,0.134613584,0.008715173,Moderate,High,-0.017080815,0.001721656,Low,0.06049732,0.033376998,0.55171035,0.009064436,0.209012903,0.199948467,95.75567199,E,Autumn,0.017167363,0.717659968,11.8390263,Moderate_Flow,Variable_Weak
Aspat_798,-18.669817,147.707237,-4.826686156,2.204719411,5.57749416,1.759765844,0.315511912,1.380169274,8.992035952,7.611866678,5.306381718,114.5498321,0.951391712,0.048608288,SE,Winter,224.8267699,5.306381718,0.134613857,0.008715076,Moderate,High,-0.017107681,0.001693415,Low,0.060498344,0.033371469,0.551609631,0.009074799,0.208963622,0.199888824,95.65304356,E,Autumn,0.017191289,0.71722067,11.83236828,Moderate_Flow,Variable_Weak
Aspat_799,-18.669795,147.707243,-4.826687774,2.20472461,5.577496439,1.75976797,0.315512164,1.380159739,8.992033097,7.611873358,5.306385349,114.5498759,0.951391974,0.048608026,SE,Winter,224.8271081,5.306385349,0.134613921,0.008715026,Moderate,High,-0.017113276,0.00168826,Low,0.060499239,0.033370581,0.551586786,0.009073532,0.20895798,0.199884448,95.63411648,E,Autumn,0.01719635,0.717132373,11.83088004,Moderate_Flow,Variable_Weak
Aspat_800,-18.669792,147.707369,-4.827506461,2.205727611,5.578440932,1.760106107,0.315519359,1.379807372,8.992388685,7.612581313,5.307546789,114.5560527,0.951439095,0.048560905,SE,Winter,224.941408,5.307546789,0.134613682,0.008705103,Moderate,High,-0.016854947,0.001469101,Low,0.060778458,0.033467205,0.550642539,0.008317417,0.211515975,0.203198558,94.98139131,E,Autumn,0.01691885,0.722682227,11.87313454,Moderate_Flow,Variable_Weak
Aspat_801,-18.669763,147.70738,-4.827509156,2.205734565,5.578444512,1.760108874,0.315519653,1.379796161,8.992385816,7.612589655,5.307552131,114.5561089,0.951439442,0.048560558,SE,Winter,224.9419121,5.307552131,0.134613754,0.008705036,Moderate,High,-0.016861769,0.001463818,Low,0.060779688,0.033466288,0.550616312,0.008313874,0.211509673,0.203195799,94.96156852,E,Autumn,0.016925189,0.722575595,11.87127117,Moderate_Flow,Variable_Weak
Aspat_802,-18.669745,147.707357,-4.827504458,2.205732324,5.578439546,1.760108544,0.315519874,1.379788594,8.992379885,7.612591291,5.307546927,114.5561079,0.951439356,0.048560644,SE,Winter,224.9413804,5.307546927,0.134613825,0.008705059,Moderate,High,-0.016869106,0.001454658,Low,0.06077872,0.033464392,0.550593887,0.008322047,0.211488712,0.203166666,94.92854307,E,Autumn,0.016931709,0.722450465,11.86962223,Moderate_Flow,Variable_Weak
Aspat_803,-18.669731,147.707334,-4.827499707,2.205729467,5.578434448,1.760107941,0.315520055,1.379782562,8.99237454,7.612591979,5.307541418,114.5561012,0.951439238,0.048560762,SE,Winter,224.9408219,5.307541418,0.134613886,0.008705088,Moderate,High,-0.016875391,0.001446478,Low,0.060777677,0.033462681,0.550575193,0.008330213,0.211469404,0.20313919,94.89914545,E,Autumn,0.01693727,0.72234229,11.86824183,Moderate_Flow,Variable_Weak
Aspat_804,-18.669861,147.70735,-4.827501504,2.205712503,5.578434049,1.760099962,0.315518647,1.379834348,8.992396526,7.612562177,5.307536002,114.5559266,0.951438335,0.048561665,SE,Winter,224.9403995,5.307536002,0.134613502,0.00870525,Moderate,High,-0.016837759,0.001483269,Low,0.060775906,0.033469735,0.550707304,0.008323455,0.211535266,0.20321181,95.03429327,E,Autumn,0.016902964,0.722953392,11.87774163,Moderate_Flow,Variable_Weak
Aspat_805,-18.669885,147.707422,-4.827516369,2.2057244,5.578450382,1.760103193,0.315518302,1.379845114,8.992409978,7.612564864,5.307554467,114.5559767,0.951438859,0.048561141,SE,Winter,224.9422507,5.307554467,0.134613371,0.008705131,Moderate,High,3.31E-04,-0.001856758,Low,0.053275693,0.032353788,0.607289858,0.001205942,0.21686444,0.215658498,349.8961854,N,Spring,0.001886007,0.993789542,18.10580117,Moderate_Flow,Variable_Weak
Aspat_806,-18.669937,147.707434,-4.827518012,2.205718548,5.578451264,1.760100291,0.315517732,1.379865967,8.992419394,7.612553427,5.307553529,114.5559119,0.951438541,0.048561459,SE,Winter,224.9422037,5.307553529,0.134613214,0.008705187,Moderate,High,-0.016808567,0.001518614,Low,0.060779148,0.033476997,0.550797413,0.008294794,0.21161483,0.203320035,95.16252123,E,Autumn,0.016877029,0.723448458,11.88437283,Moderate_Flow,Variable_Weak
Aspat_807,-16.939122,145.983319,-2.521355808,4.502191516,5.262438393,2.367443411,0.449875748,0.198647067,9.410825787,9.21217872,5.160132126,150.7499282,0.980559152,0.019440848,SE,Winter,230.8706724,5.160132126,0.520876898,0.003694266,Sheltered,High,-1.78E-04,0.069555671,Moderate,0.086572455,0.050092894,0.578623926,0.008806219,0.203833475,0.195027255,179.8537333,S,Autumn,0.069555897,0.997948948,2.270451598,Moderate_Flow,Steady_Weak
Aspat_808,-16.939136,145.983263,-2.521222953,4.502140302,5.262315358,2.367384822,0.449875133,0.198634393,9.410761463,9.21212707,5.160022527,150.7509374,0.98056125,0.01943875,SE,Winter,230.8543198,5.160022527,0.520890942,0.003693954,Sheltered,High,-2.80E-04,0.069622209,Moderate,0.086617941,0.050120274,0.578636173,0.008819981,0.203934051,0.195114069,179.7694483,S,Autumn,0.069622772,0.996765643,2.265216744,Moderate_Flow,Steady_Weak
Aspat_809,-16.939136,145.983175,-2.521039544,4.502089046,5.262158508,2.367308875,0.44987411,0.198601219,9.41074349,9.212142272,5.159888193,150.7524363,0.98056495,0.01943505,SE,Winter,230.8334024,5.159888193,0.520911516,0.003693361,Sheltered,High,-4.03E-04,0.069727389,Moderate,0.086705232,0.050176522,0.578702353,0.008841671,0.204152406,0.195310734,179.6688599,S,Autumn,0.069728553,0.99535215,2.258198521,Moderate_Flow,Steady_Weak
Aspat_810,-16.939122,145.983147,-2.520998527,4.502091973,5.262133055,2.367295532,0.44987375,0.198582164,9.410791841,9.212209677,5.159870707,150.7528495,0.98056637,0.01943363,SE,Winter,230.8299494,5.159870707,0.520916993,0.003693109,Sheltered,High,-4.16E-04,0.069761028,Moderate,0.086743166,0.050202837,0.578752645,0.008848562,0.204260805,0.195412243,179.658228,S,Autumn,0.069762269,0.995202703,2.256784535,Moderate_Flow,Steady_Weak
Aspat_811,-16.939105,145.983155,-2.52103667,4.502120389,5.262177561,2.367315807,0.449873798,0.198574719,9.410859872,9.212285152,5.159914135,150.7526342,0.980566329,0.019433671,SE,Winter,230.8358108,5.159914135,0.520913796,0.003693085,Sheltered,High,-3.73E-04,0.069751739,Moderate,0.086747841,0.050208119,0.578782347,0.008846537,0.20428915,0.195442613,179.6937816,S,Autumn,0.069752735,0.995702567,2.25842939,Moderate_Flow,Steady_Weak
Aspat_812,-16.939077,145.983153,-2.521067979,4.502158371,5.262223905,2.367336152,0.449873703,0.198556776,9.410968846,9.21241207,5.159962573,150.7525369,0.980566898,0.019433102,SE,Winter,230.8418701,5.159962573,0.520912066,0.003692945,Sheltered,High,-3.23E-04,0.069754479,Moderate,0.086770548,0.050226513,0.57884287,0.008846981,0.204373373,0.195526392,179.7350519,S,Autumn,0.069755225,0.996282586,2.259932795,Moderate_Flow,Steady_Weak
Aspat_813,-16.939057,145.983162,-2.521112072,4.502191683,5.262275672,2.367359707,0.449873753,0.198547827,9.411049007,9.21250118,5.160013181,150.7522904,0.980566869,0.019433131,SE,Winter,230.8486861,5.160013181,0.5209084,0.003692914,Sheltered,High,-2.72E-04,0.069744034,Moderate,0.086776567,0.050233106,0.578878699,0.008844731,0.204408104,0.195563373,179.7764767,S,Autumn,0.069744565,0.996864499,2.26183418,Moderate_Flow,Steady_Weak
Aspat_814,-16.939078,145.983124,-2.521006445,4.502139938,5.262170439,2.367310368,0.449873374,0.198546616,9.410958743,9.212412127,5.159916425,150.753033,0.980568092,0.019431908,SE,Winter,230.8347465,5.159916425,0.520918892,0.003692755,Sheltered,High,-3.65E-04,0.069788891,Moderate,0.086798275,0.050244228,0.578862059,0.008854175,0.20444161,0.195587435,179.7003963,S,Autumn,0.069789846,0.995795603,2.257574117,Moderate_Flow,Steady_Weak
Aspat_815,-16.938937,145.983081,-2.52110239,4.502315449,5.262352041,2.367387623,0.449872529,0.198443984,9.411506951,9.213062967,5.160116439,150.7530557,0.980572261,0.019427739,SE,Winter,230.8583478,5.160116439,0.520917193,0.003691836,Sheltered,High,-1.51E-04,0.06983974,Moderate,0.086945507,0.050358284,0.579193632,0.008864984,0.204949633,0.196084649,179.8762874,S,Autumn,0.069839903,0.998265608,2.262789287,Moderate_Flow,Steady_Weak
Aspat_816,-16.938924,145.983063,-2.521083131,4.502323796,5.262344747,2.367383116,0.449872296,0.198429387,9.411555248,9.213125861,5.160114312,150.7532875,0.980573216,0.019426784,SE,Winter,230.8573191,5.160114312,0.520920188,0.003691659,Sheltered,High,-1.50E-04,0.069860696,Moderate,0.086972754,0.050377596,0.579234223,0.008869512,0.205030766,0.196161254,179.8773524,S,Autumn,0.069860856,0.998280562,2.262203823,Moderate_Flow,Steady_Weak
Aspat_817,-16.938927,145.983093,-2.521140194,4.502336783,5.262391602,2.367405989,0.449872637,0.198442198,9.411549115,9.213106917,5.160153523,150.7528051,0.980571936,0.019428064,SE,Winter,230.8635776,5.160153523,0.52091361,0.00369187,Sheltered,High,-1.15E-04,0.069825636,Moderate,0.086941388,0.050357057,0.579206962,0.00886203,0.204949394,0.196087365,179.9057302,S,Autumn,0.06982573,0.998678586,2.264333852,Moderate_Flow,Steady_Weak
Aspat_818,-16.938845,145.982958,-2.52097836,4.502378138,5.262311007,2.367360857,0.449870951,0.198342672,9.411851623,9.213508951,5.16011054,150.7545974,0.980578786,0.019421214,SE,Winter,230.8524811,5.16011054,0.520937026,0.003690624,Sheltered,High,-1.33E-04,0.069981528,Moderate,0.087133599,0.050491917,0.579476999,0.008896174,0.205512357,0.196616182,179.8913592,S,Autumn,0.069981654,0.998477109,2.259134395,Moderate_Flow,Steady_Weak
Aspat_819,-16.939251,145.983187,-2.520923708,4.501938264,5.261980235,2.367230989,0.44987455,0.19867611,9.41030206,9.21162595,5.159700037,150.7527405,0.980562413,0.019437587,SE,Winter,230.8101158,5.159700037,0.520917298,0.003693968,Sheltered,High,-5.99E-04,0.069710308,Moderate,0.086609185,0.050099516,0.578455,0.008839278,0.203801147,0.194961869,179.5078707,S,Autumn,0.06971288,0.993086462,2.252495042,Moderate_Flow,Steady_Weak
Aspat_820,-16.939306,145.983211,-2.52090916,4.501878299,5.261930414,2.367210825,0.449874977,0.198718775,9.410097373,9.211378598,5.159640609,150.7525561,0.980560403,0.019439597,SE,Winter,230.8037002,5.159640609,0.520915527,0.003694385,Sheltered,High,-6.64E-04,0.069679533,Moderate,0.086545412,0.05005127,0.578323779,0.008833766,0.203589286,0.19475552,179.4541492,S,Autumn,0.069682695,0.992329465,2.25133153,Moderate_Flow,Steady_Weak
Aspat_821,-16.939323,145.983237,-2.520944862,4.501871144,5.261949479,2.36722127,0.449875332,0.19873907,9.410038903,9.211299833,5.159651809,150.7521714,0.980558979,0.019441021,SE,Winter,230.8063125,5.159651809,0.520910478,0.003694642,Sheltered,High,-6.56E-04,0.069647304,Moderate,0.086507076,0.0500243,0.578268307,0.008827504,0.203477405,0.194649901,179.4599938,S,Autumn,0.069650397,0.99241175,2.252520397,Moderate_Flow,Steady_Weak
Aspat_822,-16.939475,145.983145,-2.520567854,4.501612424,5.261524726,2.367026387,0.44987461,0.198796111,9.409439228,9.210643117,5.159241875,150.7544207,0.980560226,0.019439774,SE,Winter,230.7502952,5.159241875,0.520943456,0.003694704,Sheltered,High,-0.001065166,0.069754138,Moderate,0.086491395,0.049995738,0.578042921,0.008851924,0.203294221,0.194442297,179.1251447,S,Autumn,0.06976227,0.987684717,2.236286326,Moderate_Flow,Steady_Weak
Aspat_823,-16.93941,145.983185,-2.520730975,4.501723415,5.261707846,2.367110464,0.449874933,0.198772084,9.409695781,9.210923697,5.159418413,150.7534423,0.980559652,0.019440348,SE,Winter,230.7744481,5.159418413,0.520929126,0.003694684,Sheltered,High,-8.89E-04,0.069707471,Moderate,0.086497038,0.050007092,0.57813647,0.008841214,0.203369762,0.194528548,179.2695088,S,Autumn,0.069713137,0.989724712,2.243315956,Moderate_Flow,Steady_Weak
Aspat_824,-16.939449,145.983199,-2.5207166,4.501680542,5.2616696,2.36709467,0.449875201,0.198801087,9.409552498,9.210751411,5.159373982,150.753349,0.980558335,0.019441665,SE,Winter,230.7695047,5.159373982,0.520928376,0.003694961,Sheltered,High,-9.37E-04,0.069688705,Moderate,0.086455346,0.049975311,0.578047668,0.008838218,0.203229129,0.194390911,179.2299422,S,Autumn,0.069695,0.989165787,2.242328718,Moderate_Flow,Steady_Weak
Aspat_825,-16.939279,145.983202,-2.520922031,4.501909303,5.261959747,2.367223087,0.4498748,0.198698884,9.410198334,9.21149945,5.159673949,150.7525996,0.980561273,0.019438727,SE,Winter,230.8075,5.159673949,0.520915751,0.003694199,Sheltered,High,-6.28E-04,0.069691337,Moderate,0.08657393,0.050073143,0.578385928,0.008835772,0.203686282,0.194850509,179.483644,S,Autumn,0.069694167,0.992745123,2.252122813,Moderate_Flow,Steady_Weak
Aspat_826,-16.939263,145.983219,-2.520977367,4.50194115,5.262018016,2.36725014,0.449874959,0.198695574,9.41026357,9.211567996,5.159728772,150.7522363,0.980560834,0.019439166,SE,Winter,230.8152032,5.159728772,0.52091054,0.003694242,Sheltered,High,-5.74E-04,0.069671271,Moderate,0.086568562,0.050071707,0.578405206,0.008831461,0.203688234,0.194856773,179.5276268,S,Autumn,0.069673639,0.993364618,2.254425051,Moderate_Flow,Steady_Weak
Aspat_827,-16.939238,145.983213,-2.520994601,4.501971496,5.262049829,2.367263731,0.449874822,0.198678014,9.410358025,9.211680012,5.15976367,150.752234,0.980561537,0.019438463,SE,Winter,230.8193411,5.15976367,0.520910162,0.003694086,Sheltered,High,-5.38E-04,0.069679299,Moderate,0.086592747,0.050090556,0.57846133,0.008832773,0.203772642,0.194939869,179.5580018,S,Autumn,0.069681373,0.993792328,2.255359952,Moderate_Flow,Steady_Weak
Aspat_828,-16.939258,145.98321,-2.52096421,4.501942545,5.262010159,2.367245976,0.449874839,0.1986891,9.410280629,9.211591529,5.159723561,150.7523713,0.980561307,0.019438693,SE,Winter,230.8141347,5.159723561,0.520912325,0.003694157,Sheltered,High,-5.78E-04,0.069682313,Moderate,0.086581181,0.050080509,0.578422561,0.008833646,0.203724537,0.194890891,179.5244968,S,Autumn,0.069684713,0.993320564,2.253974086,Moderate_Flow,Steady_Weak
Aspat_829,-16.939198,145.983105,-2.520814556,4.501961402,5.261922758,2.36719938,0.449873457,0.198612982,9.410486542,9.21187356,5.159666897,150.7539236,0.980566826,0.019433174,SE,Winter,230.8022348,5.159666897,0.520932809,0.00369317,Sheltered,High,-6.19E-04,0.069810132,Moderate,0.086728853,0.050183675,0.578627227,0.008859297,0.204150734,0.195291437,179.4917424,S,Autumn,0.069812879,0.992859519,2.248898243,Moderate_Flow,Steady_Weak
Aspat_830,-16.93916,145.983095,-2.520841211,4.502008017,5.261971743,2.367220314,0.449873247,0.198586069,9.410631721,9.212045653,5.159720593,150.7539183,0.980567902,0.019432098,SE,Winter,230.8086064,5.159720593,0.520932203,0.003692931,Sheltered,High,-5.62E-04,0.069822607,Moderate,0.086766388,0.050212826,0.578712876,0.00886161,0.204281393,0.195419783,179.5388039,S,Autumn,0.069824869,0.993522359,2.250346093,Moderate_Flow,Steady_Weak
Aspat_831,-16.939144,145.983059,-2.520785527,4.502008534,5.261934858,2.367201338,0.449872794,0.198562975,9.410685228,9.212122253,5.159693839,150.7544606,0.980569691,0.019430309,SE,Winter,230.8036245,5.159693839,0.520939427,0.003692617,Sheltered,High,-5.83E-04,0.069865726,Moderate,0.086813341,0.050245219,0.578773015,0.008870523,0.204413965,0.195543442,179.5215415,S,Autumn,0.069868162,0.993279378,2.248398193,Moderate_Flow,Steady_Weak
Aspat_832,-16.939042,145.982894,-2.520572654,4.502052154,5.261821589,2.367139358,0.449870699,0.198440749,9.4110445,9.21260375,5.159627903,150.7567598,0.980578269,0.019421731,SE,Winter,230.7881181,5.159627903,0.520969571,0.003691066,Sheltered,High,-6.22E-04,0.070060692,Moderate,0.087047781,0.050409766,0.579104545,0.00891174,0.2050978,0.19618606,179.4915601,S,Autumn,0.07006345,0.992857585,2.241470519,Moderate_Flow,Steady_Weak
Aspat_833,-16.938804,145.982816,-2.520748637,4.502355126,5.262141803,2.367276225,0.449869333,0.198267114,9.411987179,9.213720065,5.159978233,150.7566982,0.980585174,0.019414826,SE,Winter,230.8297708,5.159978233,0.520965278,0.003689529,Sheltered,High,-2.40E-04,0.070144308,Moderate,0.087299895,0.050604246,0.579659876,0.008932291,0.205968337,0.197036046,179.8035786,S,Autumn,0.07014472,0.997245475,2.25095958,Moderate_Flow,Steady_Weak
Aspat_834,-16.938401,145.982666,-2.521076484,4.502896355,5.262723231,2.367525113,0.449866924,0.197964061,9.413651991,9.21568793,5.160610644,150.7564577,0.980597006,0.019402994,SE,Winter,230.9054265,5.160610644,0.520955906,0.003686873,Sheltered,High,4.52E-04,0.070287737,Moderate,0.087754688,0.050955697,0.580660682,0.008976578,0.207533188,0.19855661,180.3684951,S,Autumn,0.070289191,0.994848612,2.267985648,Moderate_Flow,Steady_Weak
Aspat_835,-16.938642,145.982775,-2.520908643,4.502577985,5.262397929,2.367387323,0.44986855,0.198152417,9.412649091,9.214496674,5.160250857,150.7563569,0.980589253,0.019410747,SE,Winter,230.8631798,5.160250857,0.520958187,0.003688574,Sheltered,High,5.24E-05,0.070182922,Moderate,0.087462858,0.050732169,0.580042429,0.008944395,0.206544673,0.197600278,180.0427439,S,Autumn,0.070182941,0.999401368,2.258886048,Moderate_Flow,Steady_Weak
Aspat_836,-16.938811,145.982867,-2.520842163,4.502375068,5.262217772,2.367313342,0.449869892,0.198289346,9.411970282,9.213680936,5.160041324,150.7559002,0.980583007,0.019416993,SE,Winter,230.8399164,5.160041324,0.52095442,0.003689888,Sheltered,High,-1.86E-04,0.070085731,Moderate,0.087246216,0.050568887,0.579611234,0.00891933,0.205827749,0.196908419,179.8482238,S,Autumn,0.070085977,0.997872032,2.254395613,Moderate_Flow,Steady_Weak
Aspat_837,-16.938873,145.982921,-2.520863614,4.502315004,5.262191984,2.367305546,0.449870615,0.198346747,9.411730231,9.213383485,5.159999395,150.7553666,0.980579844,0.019420156,SE,Winter,230.8367455,5.159999395,0.520947996,0.003690507,Sheltered,High,-2.40E-04,0.070025224,Moderate,0.087147836,0.050497053,0.579441266,0.008905321,0.205518976,0.196613655,179.8033168,S,Autumn,0.070025637,0.997241683,2.254479722,Moderate_Flow,Steady_Weak
Aspat_838,-16.938875,145.982923,-2.520864882,4.502313242,5.262191654,2.367305536,0.449870642,0.198348692,9.411722586,9.213373894,5.159998477,150.7553447,0.980579731,0.019420269,SE,Winter,230.8367102,5.159998477,0.520947725,0.003690529,Sheltered,High,-2.42E-04,0.070022956,Moderate,0.087144416,0.050494578,0.579435612,0.008904807,0.205508412,0.196603605,179.8021985,S,Autumn,0.070023373,0.99722598,2.254504396,Moderate_Flow,Steady_Weak
Aspat_839,-16.938865,145.982925,-2.520883066,4.502329185,5.262214486,2.3673158,0.44987064,0.198343239,9.411763521,9.213420282,5.160021272,150.755255,0.980579808,0.019420192,SE,Winter,230.8397088,5.160021272,0.520946348,0.003690498,Sheltered,High,-2.18E-04,0.070020356,Moderate,0.08715005,0.050499602,0.579455804,0.008904356,0.205532721,0.196628365,179.8212137,S,Autumn,0.070020697,0.997492911,2.25530708,Moderate_Flow,Steady_Weak
Aspat_840,-16.938909,145.982934,-2.520839753,4.502269799,5.262145791,2.367285948,0.44987084,0.198373563,9.411587773,9.213214211,5.159948294,150.7553525,0.980578741,0.019421259,SE,Winter,230.8307452,5.159948294,0.520948325,0.003690749,Sheltered,High,-2.96E-04,0.070011027,Moderate,0.087108307,0.050466654,0.579355241,0.008901884,0.205383714,0.19648183,179.7577239,S,Autumn,0.070011653,0.996601421,2.253159767,Moderate_Flow,Steady_Weak
Aspat_841,-16.939039,145.983021,-2.520842815,4.502133886,5.262056973,2.367252676,0.44987211,0.198484816,9.411088911,9.212604095,5.159831201,150.7545856,0.98057304,0.01942696,SE,Winter,230.8194599,5.159831201,0.520939658,0.003691895,Sheltered,High,-4.34E-04,0.06991087,Moderate,0.086927565,0.050332713,0.579019013,0.008879816,0.204802518,0.195922701,179.6441092,S,Autumn,0.069912218,0.995004408,2.251779075,Moderate_Flow,Steady_Weak
Aspat_842,-16.940768,145.994759,-2.623068381,4.495348638,5.318411063,2.397427393,0.450778882,0.230997311,9.446084449,9.215087138,5.204675504,149.7361299,0.978614748,0.021385252,SE,Winter,238.678734,5.204675504,0.506794727,0.004020985,Moderate,High,0.028402145,0.033434282,Moderate,0.054076195,0.037810158,0.699201529,0.001223778,0.136411781,0.135188003,220.3476243,SW,Autumn,0.0438695,0.474775451,3.490381164,Moderate_Flow,Steady_Weak
Aspat_843,-16.940656,145.994752,-2.623266252,4.495332015,5.31851185,2.397479263,0.450780092,0.23105011,9.446262236,9.215212127,5.204760874,149.7341563,0.978612255,0.021387745,SE,Winter,238.6928274,5.204760874,0.506766869,0.004021378,Moderate,High,0.028429847,0.033439087,Moderate,0.054104855,0.037834194,0.699275401,0.001213352,0.136475247,0.135261895,220.3711245,SW,Autumn,0.043891101,0.474541663,3.489096055,Moderate_Flow,Steady_Weak
Aspat_844,-16.940642,145.994744,-2.623266017,4.495329224,5.318509467,2.397478053,0.450780067,0.231050916,9.446258716,9.2152078,5.204758345,149.7341431,0.978612218,0.021387782,SE,Winter,238.6924971,5.204758345,0.506766692,0.004021386,Moderate,High,0.028427276,0.033439323,Moderate,0.05410441,0.03783338,0.699266095,0.001211896,0.136474855,0.135262959,220.3683677,SW,Autumn,0.043889615,0.474584864,3.489508955,Moderate_Flow,Steady_Weak
Aspat_845,-16.94063,145.994743,-2.623286141,4.495327262,5.318519499,2.397483223,0.450780189,0.231056381,9.446276492,9.215220111,5.204766793,149.7339409,0.97861196,0.02138804,SE,Winter,238.6939008,5.204766793,0.506763839,0.004021427,Moderate,High,0.028429904,0.033439862,Moderate,0.054107324,0.037835781,0.69927281,0.001210727,0.13648133,0.135270604,220.3705254,SW,Autumn,0.043891728,0.474564598,3.489406874,Moderate_Flow,Steady_Weak
Aspat_846,-16.940557,145.994638,-2.623068996,4.495308165,5.318378816,2.39741098,0.450778529,0.231009908,9.4460373,9.215027392,5.204640858,149.7358995,0.978614168,0.021385832,SE,Winter,238.6742626,5.204640858,0.506791621,0.004021119,Moderate,High,0.021447506,0.038673994,Moderate,0.061412146,0.036421182,0.593061541,0.010381337,0.140733226,0.130351889,209.0115142,SW,Autumn,0.044222995,0.650761175,4.557701552,Moderate_Flow,Steady_Weak
Aspat_847,-16.940583,145.994583,-2.62282649,4.49531058,5.318240814,2.397339891,0.450776859,0.230950602,9.445797883,9.214847281,5.204520727,149.7382188,0.978616973,0.021383027,SE,Winter,238.6549715,5.204520727,0.506824422,0.004020696,Moderate,High,0.021393894,0.038671254,Moderate,0.061380367,0.036385306,0.592784107,0.010392595,0.140622504,0.130229908,208.9524541,SW,Autumn,0.044194622,0.651453786,4.561518166,Moderate_Flow,Steady_Weak
Aspat_848,-16.94059,145.994485,-2.622471377,4.495310328,5.318035686,2.397234142,0.450774362,0.230864957,9.445442628,9.214577671,5.204341559,149.7415942,0.97862103,0.02137897,SE,Winter,238.6262942,5.204341559,0.506872174,0.004020088,Moderate,High,0.021311015,0.038667294,Moderate,0.061333316,0.036331271,0.592357855,0.010410223,0.140457245,0.130047022,208.8608289,SW,Autumn,0.044151093,0.652537699,4.567583092,Moderate_Flow,Steady_Weak
Aspat_849,-16.940808,145.99445,-2.621871192,4.495350379,5.317721638,2.397071884,0.45077047,0.230708055,9.444889763,9.214181707,5.204073749,149.747524,0.978628462,0.021371538,SE,Winter,238.5823458,5.204073749,0.506955916,0.004018928,Moderate,High,0.028134183,0.033408304,Moderate,0.053881106,0.037630582,0.698400328,0.001230368,0.136006967,0.1347766,220.1017849,SW,Autumn,0.043676619,0.477846963,3.514942088,Moderate_Flow,Steady_Weak
Aspat_850,-16.940902,145.994427,-2.621573335,4.49536725,5.317563388,2.396990126,0.45076851,0.230631322,9.444611872,9.21398055,5.203938265,149.7504504,0.978632107,0.021367893,SE,Winter,238.5602043,5.203938265,0.506997257,0.004018362,Moderate,High,0.028082154,0.033400321,Moderate,0.053834897,0.037590374,0.698252922,0.001240873,0.135907963,0.134667089,220.0562823,SW,Autumn,0.043637012,0.478365238,3.518700797,Moderate_Flow,Steady_Weak
